"From.country";"To.country";"Year";"Jury.or.Televoting.x";"Points";"Jury.points.this.year";"Tele.points.this.year";"All.points.this.year";"All.points.from.voting.to.voted";"All.points.from.voting.when.voted.in.final";"All.points.to.voted.when.voting.takes.part";"Mean.countries.taking.part"
"Albania";"Portugal";2010;"J";0;43;0;43;14;522;1119;41,3333333333333
"Albania";"Portugal";2018;"T";0;21;18;39;14;522;1119;41,3333333333333
"Albania";"Portugal";2018;"J";0;21;18;39;14;522;1119;41,3333333333333
"Albania";"Portugal";2008;"J";0;69;0;69;14;522;1119;41,3333333333333
"Albania";"Portugal";2021;"J";0;126;27;153;14;522;1119;41,3333333333333
"Albania";"Portugal";2017;"T";8;382;376;758;14;522;1119;41,3333333333333
"Albania";"Portugal";2009;"J";0;57;0;57;14;522;1119;41,3333333333333
"Albania";"Portugal";2021;"T";0;126;27;153;14;522;1119;41,3333333333333
"Albania";"Portugal";2017;"J";6;382;376;758;14;522;1119;41,3333333333333
"Albania";"Romania";2009;"J";0;40;0;40;24;812;1281;40,1538461538462
"Albania";"Romania";2006;"J";2;172;0;172;24;812;1281;40,1538461538462
"Albania";"Romania";2005;"J";5;158;0;158;24;812;1281;40,1538461538462
"Albania";"Romania";2007;"J";0;84;0;84;24;812;1281;40,1538461538462
"Albania";"Romania";2015;"J";0;35;0;35;24;812;1281;40,1538461538462
"Albania";"Romania";2013;"J";5;65;0;65;24;812;1281;40,1538461538462
"Albania";"Romania";2012;"J";0;71;0;71;24;812;1281;40,1538461538462
"Albania";"Romania";2008;"J";0;45;0;45;24;812;1281;40,1538461538462
"Albania";"Romania";2014;"J";0;72;0;72;24;812;1281;40,1538461538462
"Albania";"Romania";2011;"J";0;77;0;77;24;812;1281;40,1538461538462
"Albania";"Romania";2010;"J";5;162;0;162;24;812;1281;40,1538461538462
"Albania";"Romania";2017;"T";4;58;224;282;24;812;1281;40,1538461538462
"Albania";"Romania";2017;"J";3;58;224;282;24;812;1281;40,1538461538462
"Albania";"Romania";2004;"J";0;18;0;18;24;812;1281;40,1538461538462
"Albania";"Russia";2005;"J";0;57;0;57;52;1044;2999;40,2
"Albania";"Russia";2021;"T";0;104;100;204;52;1044;2999;40,2
"Albania";"Russia";2019;"J";1;126;244;370;52;1044;2999;40,2
"Albania";"Russia";2008;"J";6;272;0;272;52;1044;2999;40,2
"Albania";"Russia";2004;"J";0;67;0;67;52;1044;2999;40,2
"Albania";"Russia";2016;"J";7;130;361;491;52;1044;2999;40,2
"Albania";"Russia";2009;"J";0;91;0;91;52;1044;2999;40,2
"Albania";"Russia";2011;"J";4;77;0;77;52;1044;2999;40,2
"Albania";"Russia";2021;"J";0;104;100;204;52;1044;2999;40,2
"Albania";"Russia";2014;"J";0;89;0;89;52;1044;2999;40,2
"Albania";"Russia";2016;"T";7;130;361;491;52;1044;2999;40,2
"Albania";"Russia";2006;"J";4;248;0;248;52;1044;2999;40,2
"Albania";"Russia";2010;"J";0;90;0;90;52;1044;2999;40,2
"Albania";"Russia";2007;"J";0;207;0;207;52;1044;2999;40,2
"Albania";"Russia";2013;"J";0;174;0;174;52;1044;2999;40,2
"Albania";"Russia";2019;"T";12;126;244;370;52;1044;2999;40,2
"Albania";"Russia";2012;"J";3;259;0;259;52;1044;2999;40,2
"Albania";"Russia";2015;"J";8;303;0;303;52;1044;2999;40,2
"Albania";"San Marino";2019;"J";0;12;65;77;18;290;141;39
"Albania";"San Marino";2019;"T";10;12;65;77;18;290;141;39
"Albania";"San Marino";2021;"T";0;37;13;50;18;290;141;39
"Albania";"San Marino";2014;"J";3;14;0;14;18;290;141;39
"Albania";"San Marino";2021;"J";5;37;13;50;18;290;141;39
"Albania";"Serbia";2008;"J";5;160;0;160;17;812;1271;41,4
"Albania";"Serbia";2007;"J";1;268;0;268;17;812;1271;41,4
"Albania";"Serbia";2021;"T";0;20;82;102;17;812;1271;41,4
"Albania";"Serbia";2019;"T";0;35;54;89;17;812;1271;41,4
"Albania";"Serbia";2019;"J";0;35;54;89;17;812;1271;41,4
"Albania";"Serbia";2018;"J";3;38;75;113;17;812;1271;41,4
"Albania";"Serbia";2015;"J";2;53;0;53;17;812;1271;41,4
"Albania";"Serbia";2012;"J";1;214;0;214;17;812;1271;41,4
"Albania";"Serbia";2018;"T";0;38;75;113;17;812;1271;41,4
"Albania";"Serbia";2016;"J";0;35;80;115;17;812;1271;41,4
"Albania";"Serbia";2011;"J";1;85;0;85;17;812;1271;41,4
"Albania";"Serbia";2021;"J";1;20;82;102;17;812;1271;41,4
"Albania";"Serbia";2016;"T";0;35;80;115;17;812;1271;41,4
"Albania";"Serbia";2010;"J";3;72;0;72;17;812;1271;41,4
"Albania";"Serbia and Montenegro";2004;"J";7;263;0;263;13;116;400;37,5
"Albania";"Serbia and Montenegro";2005;"J";6;137;0;137;13;116;400;37,5
"Albania";"Slovenia";2007;"J";0;66;0;66;0;464;379;41
"Albania";"Slovenia";2019;"T";0;46;59;105;0;464;379;41
"Albania";"Slovenia";2018;"J";0;41;23;64;0;464;379;41
"Albania";"Slovenia";2015;"J";0;39;0;39;0;464;379;41
"Albania";"Slovenia";2018;"T";0;41;23;64;0;464;379;41
"Albania";"Slovenia";2019;"J";0;46;59;105;0;464;379;41
"Albania";"Slovenia";2014;"J";0;9;0;9;0;464;379;41
"Albania";"Slovenia";2011;"J";0;96;0;96;0;464;379;41
"Albania";"Spain";2012;"J";0;97;0;97;55;1276;769;40,4117647058824
"Albania";"Spain";2011;"J";5;50;0;50;55;1276;769;40,4117647058824
"Albania";"Spain";2008;"J";1;55;0;55;55;1276;769;40,4117647058824
"Albania";"Spain";2019;"J";0;1;53;54;55;1276;769;40,4117647058824
"Albania";"Spain";2014;"J";12;74;0;74;55;1276;769;40,4117647058824
"Albania";"Spain";2013;"J";6;8;0;8;55;1276;769;40,4117647058824
"Albania";"Spain";2009;"J";0;23;0;23;55;1276;769;40,4117647058824
"Albania";"Spain";2017;"J";0;0;5;5;55;1276;769;40,4117647058824
"Albania";"Spain";2004;"J";0;87;0;87;55;1276;769;40,4117647058824
"Albania";"Spain";2016;"J";6;67;10;77;55;1276;769;40,4117647058824
"Albania";"Spain";2016;"T";0;67;10;77;55;1276;769;40,4117647058824
"Albania";"Spain";2019;"T";0;1;53;54;55;1276;769;40,4117647058824
"Albania";"Spain";2018;"J";0;43;18;61;55;1276;769;40,4117647058824
"Albania";"Spain";2010;"J";7;68;0;68;55;1276;769;40,4117647058824
"Albania";"Spain";2006;"J";6;18;0;18;55;1276;769;40,4117647058824
"Albania";"Spain";2007;"J";12;43;0;43;55;1276;769;40,4117647058824
"Albania";"Spain";2021;"J";0;6;0;6;55;1276;769;40,4117647058824
"Albania";"Spain";2021;"T";0;6;0;6;55;1276;769;40,4117647058824
"Albania";"Spain";2015;"J";0;15;0;15;55;1276;769;40,4117647058824
"Albania";"Spain";2018;"T";0;43;18;61;55;1276;769;40,4117647058824
"Albania";"Spain";2005;"J";0;28;0;28;55;1276;769;40,4117647058824
"Albania";"Spain";2017;"T";0;0;5;5;55;1276;769;40,4117647058824
"Albania";"Sweden";2015;"J";7;365;0;365;53;1218;3025;40,5
"Albania";"Sweden";2014;"J";7;218;0;218;53;1218;3025;40,5
"Albania";"Sweden";2019;"J";6;241;93;334;53;1218;3025;40,5
"Albania";"Sweden";2011;"J";0;185;0;185;53;1218;3025;40,5
"Albania";"Sweden";2006;"J";10;170;0;170;53;1218;3025;40,5
"Albania";"Sweden";2008;"J";3;47;0;47;53;1218;3025;40,5
"Albania";"Sweden";2007;"J";0;51;0;51;53;1218;3025;40,5
"Albania";"Sweden";2016;"T";3;122;139;261;53;1218;3025;40,5
"Albania";"Sweden";2017;"J";0;218;126;344;53;1218;3025;40,5
"Albania";"Sweden";2021;"T";1;46;63;109;53;1218;3025;40,5
"Albania";"Sweden";2018;"T";0;253;21;274;53;1218;3025;40,5
"Albania";"Sweden";2019;"T";0;241;93;334;53;1218;3025;40,5
"Albania";"Sweden";2009;"J";1;33;0;33;53;1218;3025;40,5
"Albania";"Sweden";2016;"J";0;122;139;261;53;1218;3025;40,5
"Albania";"Sweden";2005;"J";0;30;0;30;53;1218;3025;40,5
"Albania";"Sweden";2017;"T";2;218;126;344;53;1218;3025;40,5
"Albania";"Sweden";2021;"J";0;46;63;109;53;1218;3025;40,5
"Albania";"Sweden";2018;"J";4;253;21;274;53;1218;3025;40,5
"Albania";"Sweden";2013;"J";0;62;0;62;53;1218;3025;40,5
"Albania";"Sweden";2004;"J";4;170;0;170;53;1218;3025;40,5
"Albania";"Sweden";2012;"J";5;372;0;372;53;1218;3025;40,5
"Albania";"Switzerland";2021;"T";12;267;165;432;38;464;1037;39,5
"Albania";"Switzerland";2006;"J";0;30;0;30;38;464;1037;39,5
"Albania";"Switzerland";2021;"J";12;267;165;432;38;464;1037;39,5
"Albania";"Switzerland";2019;"T";4;152;212;364;38;464;1037;39,5
"Albania";"Switzerland";2005;"J";0;128;0;128;38;464;1037;39,5
"Albania";"Switzerland";2014;"J";0;64;0;64;38;464;1037;39,5
"Albania";"Switzerland";2011;"J";0;19;0;19;38;464;1037;39,5
"Albania";"Switzerland";2019;"J";10;152;212;364;38;464;1037;39,5
"Albania";"The Netherlands";2021;"T";0;11;0;11;11;754;1296;39,875
"Albania";"The Netherlands";2017;"T";0;135;15;150;11;754;1296;39,875
"Albania";"The Netherlands";2014;"J";0;238;0;238;11;754;1296;39,875
"Albania";"The Netherlands";2021;"J";0;11;0;11;11;754;1296;39,875
"Albania";"The Netherlands";2017;"J";0;135;15;150;11;754;1296;39,875
"Albania";"The Netherlands";2016;"J";0;114;39;153;11;754;1296;39,875
"Albania";"The Netherlands";2019;"J";0;237;261;498;11;754;1296;39,875
"Albania";"The Netherlands";2018;"J";0;89;32;121;11;754;1296;39,875
"Albania";"The Netherlands";2004;"J";0;11;0;11;11;754;1296;39,875
"Albania";"The Netherlands";2019;"T";7;237;261;498;11;754;1296;39,875
"Albania";"The Netherlands";2016;"T";0;114;39;153;11;754;1296;39,875
"Albania";"The Netherlands";2013;"J";4;114;0;114;11;754;1296;39,875
"Albania";"The Netherlands";2018;"T";0;89;32;121;11;754;1296;39,875
"Albania";"Turkey";2008;"J";10;138;0;138;71;464;1138;40,125
"Albania";"Turkey";2006;"J";7;91;0;91;71;464;1138;40,125
"Albania";"Turkey";2005;"J";8;92;0;92;71;464;1138;40,125
"Albania";"Turkey";2010;"J";8;170;0;170;71;464;1138;40,125
"Albania";"Turkey";2009;"J";10;177;0;177;71;464;1138;40,125
"Albania";"Turkey";2012;"J";10;112;0;112;71;464;1138;40,125
"Albania";"Turkey";2007;"J";10;163;0;163;71;464;1138;40,125
"Albania";"Turkey";2004;"J";8;195;0;195;71;464;1138;40,125
"Albania";"Ukraine";2012;"J";0;65;0;65;26;1102;2719;40,4
"Albania";"Ukraine";2006;"J";0;145;0;145;26;1102;2719;40,4
"Albania";"Ukraine";2016;"T";6;211;323;534;26;1102;2719;40,4
"Albania";"Ukraine";2021;"J";0;97;267;364;26;1102;2719;40,4
"Albania";"Ukraine";2005;"J";0;30;0;30;26;1102;2719;40,4
"Albania";"Ukraine";2011;"J";3;159;0;159;26;1102;2719;40,4
"Albania";"Ukraine";2017;"J";0;12;24;36;26;1102;2719;40,4
"Albania";"Ukraine";2007;"J";0;235;0;235;26;1102;2719;40,4
"Albania";"Ukraine";2010;"J";0;108;0;108;26;1102;2719;40,4
"Albania";"Ukraine";2008;"J";8;230;0;230;26;1102;2719;40,4
"Albania";"Ukraine";2016;"J";0;211;323;534;26;1102;2719;40,4
"Albania";"Ukraine";2013;"J";0;214;0;214;26;1102;2719;40,4
"Albania";"Ukraine";2021;"T";4;97;267;364;26;1102;2719;40,4
"Albania";"Ukraine";2004;"J";5;280;0;280;26;1102;2719;40,4
"Albania";"Ukraine";2009;"J";0;76;0;76;26;1102;2719;40,4
"Albania";"Ukraine";2017;"T";0;12;24;36;26;1102;2719;40,4
"Albania";"Ukraine";2014;"J";0;113;0;113;26;1102;2719;40,4
"Albania";"Ukraine";2018;"J";0;11;119;130;26;1102;2719;40,4
"Albania";"Ukraine";2018;"T";0;11;119;130;26;1102;2719;40,4
"Albania";"United Kingdom";2010;"J";1;10;0;10;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2019;"T";0;8;3;11;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2005;"J";0;18;0;18;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2009;"J";8;173;0;173;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2011;"J";6;100;0;100;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2017;"T";0;99;12;111;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2018;"J";0;23;25;48;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2021;"J";0;0;0;0;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2015;"J";0;5;0;5;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2016;"T";0;54;8;62;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2017;"J";8;99;12;111;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2012;"J";0;12;0;12;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2019;"J";0;8;3;11;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2006;"J";0;25;0;25;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2008;"J";0;14;0;14;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2016;"J";5;54;8;62;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2013;"J";0;23;0;23;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2014;"J";0;40;0;40;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2007;"J";0;19;0;19;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2018;"T";3;23;25;48;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2021;"T";0;0;0;0;31;1276;700;40,4117647058824
"Albania";"United Kingdom";2004;"J";0;29;0;29;31;1276;700;40,4117647058824
"Andorra";"Albania";2009;"J";0;48;0;48;0;232;262;40
"Andorra";"Albania";2004;"J";0;106;0;106;0;232;262;40
"Andorra";"Albania";2005;"J";0;53;0;53;0;232;262;40
"Andorra";"Albania";2008;"J";0;55;0;55;0;232;262;40
"Andorra";"Armenia";2008;"J";0;199;0;199;0;232;558;41,25
"Andorra";"Armenia";2009;"J";0;92;0;92;0;232;558;41,25
"Andorra";"Armenia";2007;"J";0;138;0;138;0;232;558;41,25
"Andorra";"Armenia";2006;"J";0;129;0;129;0;232;558;41,25
"Andorra";"Austria";2004;"J";0;9;0;9;0;58;9;36
"Andorra";"Azerbaijan";2009;"J";0;207;0;207;7;116;339;42,5
"Andorra";"Azerbaijan";2008;"J";7;132;0;132;7;116;339;42,5
"Andorra";"Belarus";2007;"J";0;145;0;145;0;58;145;42
"Andorra";"Belgium";2004;"J";1;7;0;7;1;58;7;36
"Andorra";"Bosnia and Herzegovina";2006;"J";0;229;0;229;0;348;721;40
"Andorra";"Bosnia and Herzegovina";2004;"J";0;91;0;91;0;348;721;40
"Andorra";"Bosnia and Herzegovina";2007;"J";0;106;0;106;0;348;721;40
"Andorra";"Bosnia and Herzegovina";2005;"J";0;79;0;79;0;348;721;40
"Andorra";"Bosnia and Herzegovina";2009;"J";0;106;0;106;0;348;721;40
"Andorra";"Bosnia and Herzegovina";2008;"J";0;110;0;110;0;348;721;40
"Andorra";"Bulgaria";2007;"J";0;157;0;157;0;58;157;42
"Andorra";"Croatia";2004;"J";0;50;0;50;0;290;310;39,6
"Andorra";"Croatia";2008;"J";0;44;0;44;0;290;310;39,6
"Andorra";"Croatia";2009;"J";0;45;0;45;0;290;310;39,6
"Andorra";"Croatia";2005;"J";0;115;0;115;0;290;310;39,6
"Andorra";"Croatia";2006;"J";0;56;0;56;0;290;310;39,6
"Andorra";"Cyprus";2005;"J";0;46;0;46;4;116;216;37,5
"Andorra";"Cyprus";2004;"J";4;170;0;170;4;116;216;37,5
"Andorra";"Denmark";2006;"J";0;26;0;26;8;232;285;40,5
"Andorra";"Denmark";2008;"J";0;60;0;60;8;232;285;40,5
"Andorra";"Denmark";2005;"J";3;125;0;125;8;232;285;40,5
"Andorra";"Denmark";2009;"J";5;74;0;74;8;232;285;40,5
"Andorra";"Estonia";2009;"J";0;129;0;129;0;58;129;42
"Andorra";"Finland";2006;"J";10;292;0;292;21;232;402;41,25
"Andorra";"Finland";2007;"J";7;53;0;53;21;232;402;41,25
"Andorra";"Finland";2008;"J";4;35;0;35;21;232;402;41,25
"Andorra";"Finland";2009;"J";0;22;0;22;21;232;402;41,25
"Andorra";"France";2004;"J";7;40;0;40;26;348;229;40
"Andorra";"France";2009;"J";3;107;0;107;26;348;229;40
"Andorra";"France";2008;"J";3;47;0;47;26;348;229;40
"Andorra";"France";2006;"J";0;5;0;5;26;348;229;40
"Andorra";"France";2005;"J";5;11;0;11;26;348;229;40
"Andorra";"France";2007;"J";8;19;0;19;26;348;229;40
"Andorra";"Georgia";2007;"J";0;97;0;97;0;116;180;42,5
"Andorra";"Georgia";2008;"J";0;83;0;83;0;116;180;42,5
"Andorra";"Germany";2007;"J";5;49;0;49;5;348;231;40
"Andorra";"Germany";2008;"J";0;14;0;14;5;348;231;40
"Andorra";"Germany";2004;"J";0;93;0;93;5;348;231;40
"Andorra";"Germany";2009;"J";0;35;0;35;5;348;231;40
"Andorra";"Germany";2006;"J";0;36;0;36;5;348;231;40
"Andorra";"Germany";2005;"J";0;4;0;4;5;348;231;40
"Andorra";"Greece";2005;"J";4;230;0;230;21;348;1087;40
"Andorra";"Greece";2006;"J";1;128;0;128;21;348;1087;40
"Andorra";"Greece";2009;"J";0;120;0;120;21;348;1087;40
"Andorra";"Greece";2004;"J";8;252;0;252;21;348;1087;40
"Andorra";"Greece";2008;"J";8;218;0;218;21;348;1087;40
"Andorra";"Greece";2007;"J";0;139;0;139;21;348;1087;40
"Andorra";"Hungary";2005;"J";6;97;0;97;12;116;225;40,5
"Andorra";"Hungary";2007;"J";6;128;0;128;12;116;225;40,5
"Andorra";"Iceland";2004;"J";0;16;0;16;8;174;298;40,3333333333333
"Andorra";"Iceland";2009;"J";8;218;0;218;8;174;298;40,3333333333333
"Andorra";"Iceland";2008;"J";0;64;0;64;8;174;298;40,3333333333333
"Andorra";"Ireland";2004;"J";0;7;0;7;4;174;105;38,6666666666667
"Andorra";"Ireland";2006;"J";4;93;0;93;4;174;105;38,6666666666667
"Andorra";"Ireland";2007;"J";0;5;0;5;4;174;105;38,6666666666667
"Andorra";"Israel";2008;"J";0;124;0;124;15;232;335;40,5
"Andorra";"Israel";2009;"J";7;53;0;53;15;232;335;40,5
"Andorra";"Israel";2006;"J";0;4;0;4;15;232;335;40,5
"Andorra";"Israel";2005;"J";8;154;0;154;15;232;335;40,5
"Andorra";"Latvia";2006;"J";0;30;0;30;12;232;320;40,5
"Andorra";"Latvia";2005;"J";10;153;0;153;12;232;320;40,5
"Andorra";"Latvia";2008;"J";2;83;0;83;12;232;320;40,5
"Andorra";"Latvia";2007;"J";0;54;0;54;12;232;320;40,5
"Andorra";"Lithuania";2009;"J";0;23;0;23;8;174;213;40,6666666666667
"Andorra";"Lithuania";2006;"J";7;162;0;162;8;174;213;40,6666666666667
"Andorra";"Lithuania";2007;"J";1;28;0;28;8;174;213;40,6666666666667
"Andorra";"Macedonia";2006;"J";0;56;0;56;0;232;228;38,75
"Andorra";"Macedonia";2004;"J";0;47;0;47;0;232;228;38,75
"Andorra";"Macedonia";2005;"J";0;52;0;52;0;232;228;38,75
"Andorra";"Macedonia";2007;"J";0;73;0;73;0;232;228;38,75
"Andorra";"Malta";2006;"J";0;1;0;1;7;232;274;38,75
"Andorra";"Malta";2005;"J";0;192;0;192;7;232;274;38,75
"Andorra";"Malta";2004;"J";6;50;0;50;7;232;274;38,75
"Andorra";"Malta";2009;"J";1;31;0;31;7;232;274;38,75
"Andorra";"Moldova";2007;"J";4;109;0;109;4;232;348;40,25
"Andorra";"Moldova";2005;"J";0;148;0;148;4;232;348;40,25
"Andorra";"Moldova";2009;"J";0;69;0;69;4;232;348;40,25
"Andorra";"Moldova";2006;"J";0;22;0;22;4;232;348;40,25
"Andorra";"Norway";2009;"J";10;387;0;387;13;290;733;39,6
"Andorra";"Norway";2008;"J";1;182;0;182;13;290;733;39,6
"Andorra";"Norway";2005;"J";2;125;0;125;13;290;733;39,6
"Andorra";"Norway";2004;"J";0;3;0;3;13;290;733;39,6
"Andorra";"Norway";2006;"J";0;36;0;36;13;290;733;39,6
"Andorra";"Poland";2004;"J";0;27;0;27;0;116;41;39,5
"Andorra";"Poland";2008;"J";0;14;0;14;0;116;41;39,5
"Andorra";"Portugal";2008;"J";10;69;0;69;16;116;126;42,5
"Andorra";"Portugal";2009;"J";6;57;0;57;16;116;126;42,5
"Andorra";"Romania";2008;"J";0;45;0;45;20;348;517;40
"Andorra";"Romania";2004;"J";0;18;0;18;20;348;517;40
"Andorra";"Romania";2009;"J";0;40;0;40;20;348;517;40
"Andorra";"Romania";2007;"J";10;84;0;84;20;348;517;40
"Andorra";"Romania";2006;"J";3;172;0;172;20;348;517;40
"Andorra";"Romania";2005;"J";7;158;0;158;20;348;517;40
"Andorra";"Russia";2009;"J";0;91;0;91;14;348;942;40
"Andorra";"Russia";2006;"J";6;248;0;248;14;348;942;40
"Andorra";"Russia";2005;"J";0;57;0;57;14;348;942;40
"Andorra";"Russia";2008;"J";5;272;0;272;14;348;942;40
"Andorra";"Russia";2004;"J";0;67;0;67;14;348;942;40
"Andorra";"Russia";2007;"J";3;207;0;207;14;348;942;40
"Andorra";"Serbia";2007;"J";0;268;0;268;0;116;428;42,5
"Andorra";"Serbia";2008;"J";0;160;0;160;0;116;428;42,5
"Andorra";"Serbia and Montenegro";2004;"J";2;263;0;263;2;116;400;37,5
"Andorra";"Serbia and Montenegro";2005;"J";0;137;0;137;2;116;400;37,5
"Andorra";"Slovenia";2007;"J";0;66;0;66;0;58;66;42
"Andorra";"Spain";2004;"J";12;87;0;87;60;348;254;40
"Andorra";"Spain";2008;"J";12;55;0;55;60;348;254;40
"Andorra";"Spain";2009;"J";12;23;0;23;60;348;254;40
"Andorra";"Spain";2005;"J";12;28;0;28;60;348;254;40
"Andorra";"Spain";2007;"J";0;43;0;43;60;348;254;40
"Andorra";"Spain";2006;"J";12;18;0;18;60;348;254;40
"Andorra";"Sweden";2007;"J";2;51;0;51;17;348;501;40
"Andorra";"Sweden";2008;"J";0;47;0;47;17;348;501;40
"Andorra";"Sweden";2005;"J";0;30;0;30;17;348;501;40
"Andorra";"Sweden";2004;"J";5;170;0;170;17;348;501;40
"Andorra";"Sweden";2006;"J";8;170;0;170;17;348;501;40
"Andorra";"Sweden";2009;"J";2;33;0;33;17;348;501;40
"Andorra";"Switzerland";2006;"J";0;30;0;30;1;116;158;38,5
"Andorra";"Switzerland";2005;"J";1;128;0;128;1;116;158;38,5
"Andorra";"The Netherlands";2004;"J";0;11;0;11;0;58;11;36
"Andorra";"Turkey";2009;"J";0;177;0;177;3;348;856;40
"Andorra";"Turkey";2006;"J";0;91;0;91;3;348;856;40
"Andorra";"Turkey";2007;"J";0;163;0;163;3;348;856;40
"Andorra";"Turkey";2005;"J";0;92;0;92;3;348;856;40
"Andorra";"Turkey";2008;"J";0;138;0;138;3;348;856;40
"Andorra";"Turkey";2004;"J";3;195;0;195;3;348;856;40
"Andorra";"Ukraine";2004;"J";10;280;0;280;33;348;996;40
"Andorra";"Ukraine";2009;"J";0;76;0;76;33;348;996;40
"Andorra";"Ukraine";2006;"J";5;145;0;145;33;348;996;40
"Andorra";"Ukraine";2005;"J";0;30;0;30;33;348;996;40
"Andorra";"Ukraine";2007;"J";12;235;0;235;33;348;996;40
"Andorra";"Ukraine";2008;"J";6;230;0;230;33;348;996;40
"Andorra";"United Kingdom";2004;"J";0;29;0;29;6;348;278;40
"Andorra";"United Kingdom";2008;"J";0;14;0;14;6;348;278;40
"Andorra";"United Kingdom";2007;"J";0;19;0;19;6;348;278;40
"Andorra";"United Kingdom";2005;"J";0;18;0;18;6;348;278;40
"Andorra";"United Kingdom";2009;"J";4;173;0;173;6;348;278;40
"Andorra";"United Kingdom";2006;"J";2;25;0;25;6;348;278;40
"Armenia";"Albania";2015;"J";0;34;0;34;0;464;473;41,3333333333333
"Armenia";"Albania";2010;"J";0;62;0;62;0;464;473;41,3333333333333
"Armenia";"Albania";2008;"J";0;55;0;55;0;464;473;41,3333333333333
"Armenia";"Albania";2009;"J";0;48;0;48;0;464;473;41,3333333333333
"Armenia";"Albania";2018;"J";0;126;58;184;0;464;473;41,3333333333333
"Armenia";"Albania";2019;"J";0;43;47;90;0;464;473;41,3333333333333
"Armenia";"Albania";2019;"T";0;43;47;90;0;464;473;41,3333333333333
"Armenia";"Albania";2018;"T";0;126;58;184;0;464;473;41,3333333333333
"Armenia";"Australia";2018;"T";0;90;9;99;9;522;1263;41,6
"Armenia";"Australia";2016;"T";0;320;191;511;9;522;1263;41,6
"Armenia";"Australia";2017;"T";0;171;2;173;9;522;1263;41,6
"Armenia";"Australia";2019;"J";0;153;131;284;9;522;1263;41,6
"Armenia";"Australia";2018;"J";2;90;9;99;9;522;1263;41,6
"Armenia";"Australia";2019;"T";1;153;131;284;9;522;1263;41,6
"Armenia";"Australia";2017;"J";0;171;2;173;9;522;1263;41,6
"Armenia";"Australia";2015;"J";1;196;0;196;9;522;1263;41,6
"Armenia";"Australia";2016;"J";5;320;191;511;9;522;1263;41,6
"Armenia";"Austria";2016;"T";4;31;120;151;15;522;940;41,1666666666667
"Armenia";"Austria";2015;"J";0;0;0;0;15;522;940;41,1666666666667
"Armenia";"Austria";2017;"J";1;93;0;93;15;522;940;41,1666666666667
"Armenia";"Austria";2014;"J";0;290;0;290;15;522;940;41,1666666666667
"Armenia";"Austria";2018;"T";6;271;71;342;15;522;940;41,1666666666667
"Armenia";"Austria";2018;"J";1;271;71;342;15;522;940;41,1666666666667
"Armenia";"Austria";2016;"J";0;31;120;151;15;522;940;41,1666666666667
"Armenia";"Austria";2011;"J";3;64;0;64;15;522;940;41,1666666666667
"Armenia";"Austria";2017;"T";0;93;0;93;15;522;940;41,1666666666667
"Armenia";"Azerbaijan";2009;"J";1;207;0;207;1;754;1560;40,8
"Armenia";"Azerbaijan";2010;"J";0;145;0;145;1;754;1560;40,8
"Armenia";"Azerbaijan";2011;"J";0;221;0;221;1;754;1560;40,8
"Armenia";"Azerbaijan";2017;"J";0;78;42;120;1;754;1560;40,8
